Id,Password,Name,Gender,Views,Purchases,Preferences
282,9685,Rae,male,24;10;5;56;55;19;33;39;50;63;99;65;41;46;71;31;4;83;8;23,33;63;24;31;10;99;8;65;55;19;5;41;50;83,none
283,7879,Orrie,male,88;94;27;12;30;20;35;71;84;93;31;52;6;85;43;19;23;15;80;2;62,23;20;94;2;85;27;19;84;6;71;30;80;52;93;43;12;35,none
284,2215,Ritchie,male,4;79;68;62;24;18;90;82;0;64;65;83;63,18;90;68;4;0;62;64;65;82;79;83,none
285,4150,Whit,male,22;37;57;42;62;89;15;35;4;88;71;95;97;85;65;21;69;32;83;24;12,37;71;95;57;35,none
286,9134,Era,female,46;65;91;13;32;69;86;7;97;17;76;27;35;28;0;99;93;49;63;68;85;72;96;39,65;32;7;91;46;49;63;35;0;96;28;17;76;85;93;97;27;13;86,none
287,9326,Lilia,female,91;17;20;54;44;8;4;80;92;83;84;96;39;88;52;72;85;61;33;43;49;6;23;27,96;91;49;43;92;72;88;39;17;20;6;4;8;85;33;61;84;23;54;52,none
288,9681,Lanita,female,95;72;66;5;35;84;85;81;27;36;69;96;60;38;71;24;53;62;68;33;41;77;97;42;20,84;60;97;36;77;42;95,none
289,7847,Levon,male,39;22;83;25;36;79;31;10;62;1;95;12;13;18;96;74;68;80,31;79;39;36;1;12;13;74;95;68;25,none
290,6619,Lina,female,14;40;37;28;62;58;98;1;71;84;18;92;53;17;51;35;49;10;24;54;72;59,17;84;40;24;72;28;62;18;51;71;58;92;98;35;54;49;10,none
291,2602,Brittany,male,55,none
292,1893,Reno,male,41;33;57;3;4;97;37;5;53,3;33;57;4;37;41;97,none
293,5129,Dayton,male,5;77;37;40;91;82;39;0;57,82;5;39;91;0,none
294,7878,Kristine,female,86;87;30;12;59;79;83;27;23;56;73;0;46;52;35;64;67;95;18;55;40,67;59;23;30;79;64,none
295,1126,West,male,17;10;87;15;62;49;60;24;63;51;0;82;93,17;0;63;82;10;60;49,none
296,4736,Bebe,female,45;49;38;18;9;16,9;18;38,none
297,6485,Odie,male,23;25;91;62;66;42;86,25,none
298,3452,Gee,male,7,none
299,7578,Elyse,female,19;26;42;40;82;46;32;52,26;46;32;82,none
300,9774,Anona,female,94;49;98;53;91;93;31;0;21;55;40;71;30;87;46;63;62;52;45;4;43,52;0;49;93;45;62;4;71,none
301,5819,Allene,female,74;15;72;85;48;82;44;84;52;2;11;86,82;48;52;15;44;84;72;74;11;85;2,none
302,9013,Clinton,male,17;19;30;55;33;11;26;27;78;84;94;86;96;56;3;29;98;13;99;25;1;47,96;56;29;55;17;25;84;3;13;19;99;33;78;98;30;27;94;86,none
303,5529,Valarie,female,64;63;76;80;49;91;82;37;46;6;43;23;88;9;52;2;71;13,76;9,none
304,9047,Alexandre,male,32;92;93;4;91;42;3;27;55;63,3;91;27;42;32;93;92,none
305,6429,Stevie,male,85;20;26;39;66;99;16;42;37;87;40;15;44;10,16;26;42;20;66;37;87,none
306,5262,Osbaldo,male,53;11;77;31;56;29;23;13;64;52;81;79;71;41,52;29,none
307,7025,Dwane,male,23;6;57;61;66,57;6;61,none
308,4969,Izayah,male,26;66;67;14;79,26,none
309,4537,Elvira,female,33;5;58;47;42;88;94;77;18;12;24;22;86;46;16;23;21;4;0,12,none
310,1316,Fumiko,female,43;77;28;73;54;46;56;37;1;48,73;28;56;54;43;77;1;37;46,none
311,4645,Gee,male,74;31;81;78;21;65;44;87;26;6;34;99;53;7;68;88;1;60;25;18;96;75,81;21;96;6;25;60,none
312,5354,Eber,male,99;94;61;68;82;11;65;22;71,99;82;68;65;94;61;11;22,none
313,5491,Marcelina,female,55;52;38;84;20;26;53;96;19;74;79;45;37;33;62;32;93,45;55;53;33;26;74;84;37;62;20;96;52;79;32;38,none
314,4487,Ike,male,62;18;72,62,none
315,7291,Burrel,male,63,none
316,5029,Merilyn,female,45;14;64;29,64,none
317,2054,Reanna,female,82;91;32;56;62;4;66;84;25;96;52;85;1;39;9;14;3,91;56;82;52;84;62;96,none
318,1154,Mae,male,44;47;30;93;4;61;21;23;13;95;75;79;48;52;67;85;53;65;8;27;25;54;50,44;67;54;13;61;27;25;65,none
319,1076,Junius,male,32;5;89;38;53;44;54;30;50;35;13;71;66;21;92,44;71;66;35;54;50;13;38;21;5;32;89;53;30,none
320,2711,Imelda,female,90;48;8;59;16;11;80;50;20;35;85,8;90;50;11;20;80;35;48,none
321,8048,Zackary,male,19;86,19,none
322,8717,Juwan,male,81;18;86;95;11;62;57;6;67;49;4;56;48;87,81;95,none
323,3472,Arvil,male,61;51,none
324,9582,Erasmus,male,81;78;7;73;85;99;36;25;58;86;48,7;86;85;58;81;78;25;36,none
325,5408,Gerard,male,75;15;83;97;41;32;46,97;32;41;75,none
326,5634,Shan,male,60;70;48;98;17;47;89;78;0;10;82;57;51;6;30;32;50,none
327,8070,China,female,83;84;55;44;7;56;46;99;40;59;85;35;57;95;98;16;63;60,99,none
328,1464,Alison,female,11;57;75;20;27;58;69;31;12;63;48;51;36;52,63;58;75;36;11;27;20,none
329,6176,Myrtis,female,34;57;64;71;41;50;7;27;24;65,none
330,8920,Maggie,male,55;63;5;98;75;35;54;49;91;50;61;60;11;44;20,61;91;50;75;54;60;55;49;44;5;11,none
331,7098,Wing,male,64;49;1;30;46;12;21;6;31;14;92;34;42;27,92,none
332,2242,Jamil,male,24;48;16;66;90;78;36;98;37;86;92;45;65,24;48;78;16;98;86;36;45;92;37;90;66,none
333,8703,Edmund,male,4;13;80;91;72;42;57;30;21;32;43;63;71;85;67;6;2;55,57;85;4,none
334,4872,Edward,male,11;74;4;13;1;0;44,13,none
335,1317,Xander,male,83;93;46;79;26;2;39;99;44;13;25;43;1;35;12;94;60,35;26;93;12;79;43;13;1;25;99,none
336,5137,Evaline,female,9;7;5;14;42;15;21;43;77;51;63;66;70;6;68;81;38;45;36;72;76;49;98;50;13,70,none
337,5021,Miah,female,21;22;48;66;33;17;11;61,11,none
338,8340,Edson,male,5;27;24;21;84;60;93;67;91;94;56;42;96;23;49,60;91;42;23;93;84;24;21;56,none
339,4847,Celestine,female,58;49;72;26;51;91;81;17;68;73;38;6;97;36;1;61;29;31;89;40;60,91;97;26;58;61;72;73;49;81;89;68;17;1,none
340,8016,Coy,male,80;90;3;43;81;20;92;68;76,none
341,5467,Monika,female,35;22;91;57,22;35,none
342,7108,Matilda,female,55;90,55,none
343,5689,Tyreke,male,85;54;5;8,54;5,none
344,3272,Lovisa,female,34;53;46;47;15,none
345,6827,Joelle,female,30;76;57;15;39;17;51;7;13;4;54;46;1;83,none
346,1424,Rayford,male,28;4;26;54;2;17;1;72;11;35;60;88;14;70;64;13;99;80;20;44,88;64;26;72;28;80,none
347,8965,Agustin,male,2;69;81;92;29;10;88;35;12;94;42;22;0;52;1;73;20;84;25;32;48;53,73;32;2;48;12;29;84;35;52;92;42;25;81;20;1;0,none
348,2777,Hoyt,male,34,none
349,8844,Kyree,male,67;29;98;87;99;79;41;22;97;84,97;79;87;99;41,none
350,8159,Grisel,female,7;70;22;1;34;30;18;15;46;71;63,7;1;70;15;22;34;71,none
351,8286,Antone,male,42;57;28;4;31;98;54;41;3;27;65;46;99;70;80;14;64;21;6;63;29;73,4;41;70;31;54;27;46;29;57;65;21;6;63;99;14;28,none
352,1158,Yaritza,female,46;65;91;16;18;31;61;87;2;8;99;40;54;48;20,40;18;2;54;61;16;8;91;48;99;46;87;65;31,none
353,5205,Flint,male,2;67;81;7;22,2;81,none
354,8156,Bernie,male,84;81;56;65;53;10;47;15;34,81,none
355,7199,Avis,female,91;40;19;86;63;61;39;36;42;51;83;69;27;59;80;30,80;61;83;19;27;69,none
356,9656,Sunday,female,43;73;77;83;88;14;19;94;72;49;21;60;70,21;60;77;72;43;94;73;49;19;14;88,none
357,7701,Pandora,female,60;9;84;85;20;43;69;80;30;6;45;39;51;73;36;49;70;58;91;67;33;40;95;16;77,33;70;60;40;67;80;95;58;16;51;9;30;6;84;43;36;91;49;45,none
358,6441,Messiah,male,56;51;61;77;80;1;63;50;96;65;49;45;97;54,1;65;50;61,none
359,7982,Jayne,female,54;24;17;46;7;3;44;66;86;94;56;10;55;79;85;8;45;74;2;37;81;35,2;7;24;85;74;3;10;55;56;54,none
360,2836,Vergie,female,49;90;45;55;34;92;74;86;63;81;15;61;89;0;35;97;40;5;25;3;32;24;41;77;18,92;5;34;74;35;90;61;49;32;63;77;24,none
361,7294,Meadow,female,73;29;11;49;78;16,49;29,none
362,4939,Pearl,male,39;92;36;35;0;67;25;7;24;97;29;99;52;2;76;14;57;12;46;75;34;91;33;16;17,92,none
363,5372,Hector,male,74;90;66;77;56,77;74;66;90,none
364,6865,Judd,male,3;66;88;21;55;84;68;32;63;5;31;94;83;80;85;15,80;55;94;88;32;68;66;5;31;85,none
365,6312,Johathan,male,52;10;25;34;91;48;90;41;51;36;62;97;58;94,none
366,5112,Sharman,female,42;9;54;8;36;46;95;21;32;40;19;65;68;20;63;67;10;76;58,42;68;8;76;46;54;19;21,none
367,2765,Greta,female,15;0;82;94;47;1;20,94;0,none
368,2315,Shaniece,female,87;82;48;6;4;0;42,6;0;48,none
369,6131,Author,male,98;71;13;46;45;21;17;4;80;61;28;49;7;34;54;75,71;34;49;7;46;4;17,none
370,1339,Finn,male,85;38;93;40;66;4;82;35;59;81;34;55;97;75,none
371,6453,Moriah,female,24;13;92;33,92,none
372,2774,Damaris,female,7;84;64;30;76;55;57;43;10;22;35;93,84;57;76;10;55;30;35;7,none
373,2889,Winston,male,17;33;86;43;20;94;63;97;59;28;12;11;6;98;48;73;99;62;83,62;73;28;6;48;98;59;99;17;33;11;12;63;43;97;20;86;94,none
374,8687,Rhett,male,61;29;92;79;63;1;15;25;28;36;53;50;90;81;32;51,79,none
375,9717,Vessie,female,33;36;4;32;75;12;16;74;69;10;84;6;38;42;8;73;66;78;87;5;80;97;65,38;75;42;16;78;80;36;12;87;66;74;8;33;5;73;84;32;4;6;10;97;69,none
376,5913,Augustus,male,44;56;86;19;59;52;2;85;37;63;1;66;27;92;24;30;12;36;76;9;69;5;72,5;76;56;86;36;63;9;85;52;27;92;37;19;1;44,none
377,7440,Madisyn,female,33;14;13;85;94;95;8;58;48;45;81;23;34,8;14;23;45,none
378,3931,Elvira,female,83;68;86;12;17;88;52;55;25;5;37;72;48,12;37;55;88,none
379,1768,Angelina,female,42;86;40;41;8;20;76;30;21;63;4;81;35;19;58;44;82,76;20;58;81,none
380,7472,Hayleigh,female,54;70;96;78;28;39;29;36;11;95;56;97;88;8;59;84;79;7,11;84;88;28;70;36;59;29;39;96;8;95;78;97;56,none
381,9588,Collette,female,99;93;22;46;71;98;20;64;53;44;57;29;45;38;55;63;76,none
382,2061,Julian,male,57;24;37,none
383,9571,Fannye,female,99;40;88;20;86;33;93;89;97;94;37;79;31;53;77;92;41;24;45;57;75;73;17,93;53;41;79;77;94;57;88;89,none
384,7978,Izola,female,30;65;0;82;17;29;70;64;23;16;51;15;54;69;9;84;42;90;91;20,64;69;17;90;23;65;29;54;42;9;91;15;51;70;0;30;82;84;16,none
385,6329,Valarie,female,13;52;96;79;33;18;14;7;98;11;63;91;20;21;17;1;6;78;38;19;60;15,none
386,3855,Orange,male,87;35;19;50;56,none
387,9463,Lorelei,female,57;47;58;21;42;74;52;15;36;19;11;34;20;67;51;81,19;58;52;57;15;20;36;42;47;34;11,none
388,5998,Travon,male,36;70;8;98;33;79;44;24;40;55;80;85;65;14;30;94;64;42;32;15;67;25;91;51;81,91;44;8;30;42;40;85;25;80;55;67;65;32;94,none
389,7870,Hazelle,female,25;97;21;37;94;24;86;56;7;29;13;62;27;40;79;31;3;60;19,37;21;86;94;31;40;97;27;29;56,none
390,5386,Kayla,female,87;56;52;85;74;99;75;81;19;25;69;37;68;66;47,99;37,none
391,9439,Patience,female,47;17,47,none
392,6487,Adrian,male,94;45;56;20;38;22;28;75;16;72;34;93;24,56;16;20;22;75;94;93;45;28;38,none
393,3300,Marolyn,female,12;47;34;41;23;53;20;62;21,53;34;12;41;20,none
394,9956,Helene,female,59;62;5;20;14;18;46;13;70;22,18;62;13;59;46;70;14,none
395,6980,Sheri,female,42;23;2;48;93;27;22;50;85;52;83;60;37,none
396,8797,Montie,male,62;53;64;10;87;23;42;89;86;68;79;61;44,89;62;87;10;79;23;61;86;53;64;68;42,none
397,8726,Alfred,male,86;54;22,none
398,9590,Domenica,female,49;83;81,83;49,none
399,9110,Calla,female,67;35;68;37;79;17;33;39;60,33;39;67,none
400,2563,Karren,female,26;82;43;14;94;77;27;56;11;79,43;82,none
401,1391,Carrol,male,97;51;17;14;86;0;89;34;88;75;95;33;23;82;94;48;71,86;51;23;97,none
402,2002,Blane,male,54;88;13;60,88,none
403,4049,Lizbeth,female,68;43;38;98;67;58;86;48;55;66;88;34;50;64;78;54;77;51,58;64;48;43;55,none
404,6033,Tuan,male,61;6;46;95;31;78;19;97,61;31;19;46;78;6;95,none
405,2553,Lulla,female,2;33;44;63;80;39,80;2;63;33;44,none
406,6229,Trumaine,male,7;86;14;87,86,none
407,7704,Mordechai,male,77;21;67;18;58;4;7;65;70;97;71;91;84;42;94;13;89;79;29,18;91;71;58;7;4;42;89;79;77,none
408,7365,Corrine,female,77;44;96;35;23,44;35;96;77,none
409,5880,Beda,female,1;15;50;11;60;61;17;38;7;14;19;28;44;57;90;10,28;60;17;7;61;57;50,none
410,1367,Marlo,male,15;40;71;50;31;87;48;74;56;21;64;45;60;69;26;49;96;65;9,31;74;71;56;40;45;49;48;87;65;26;15;60;50,none
411,2352,Rosa,male,81;41;34;33;31;65;72;67;49;54;23;25;19;21;57;45;92;43;93;50,45;81;21;65;43,none
412,8657,Orma,female,43;4;13;90;3;74;14;59;9;73;76;36;75;66;95;62;29;85;67;61;15;72;68;87;33,72;76;75;66;4;29;14;43;13;90;68;15;87;73;74,none
413,7736,Devyn,male,44;0;90;53;36;73;93;12;47;6;10;1;84;37,90,none
414,8464,Julianne,female,32,none
415,6325,Jerad,male,45;85;27;92;43,85,none
416,5382,Deryl,male,47,none
417,6222,Damarcus,male,78;58;74;46;17;8;75,74;46;8;78,none
418,6084,Benjamine,male,33,none
419,5851,Triston,male,42;91;96;52;29;83;24;43;81;53;45;89;77;22;50;34;8;85;20;49;19;65;38,45,none
420,2726,Juliet,female,13;59;1;23;65;17;19;54;41;38;57;72;62;97,38;59;41;62;1,none
421,1632,Bryson,male,79;29;95;28;99;97;98;78;15;77;8;33;7,97,none
422,4736,Marc,male,99;4;79;56;86;11;35;84;81;51;33;62;15;64;48;57;8;67,8;4;64;81;99;35;86;84;33;56;11;62;48;79;51;57;15,none
423,6503,Fredericka,female,38;25;46;28;58;26;64;39;31;23;9;61;93;67,93;46;61;9,none
424,1289,Daryle,male,49;86;63;42;0;76;85;5;36;81;20;19;77;43;34,0;76;86,none
425,5989,Jeanne,female,31;34;26;25;35;10,34;31;26;25;35,none
426,7873,Izabelle,female,74;59;26;31;43;89;66;36;75;52;22;6;56;49;88;72;64,66;6;26;36;43;56;22;49;59;88;31;89;72,none
427,5803,Zaida,female,81;16;38;80;43;58;42;45;34;85;69;71,58;43,none
428,3258,Nayeli,female,51;16;17;35;74;66;53;41;37;3;34;18;78;67;76;24;57;43,18;17;76;3,none
429,5834,Jemima,female,69;92;50;16;93;38;65;15;75;90;59;10;32;73;56;26;66,38;73;59;50;93;56;16;26;92,none
430,5882,Seaborn,male,74;20;10;80;92;71;24;45;65;91;36;0;26;43;99;25;31;72,24;92;80;45;25;91;74;71;99,none
431,8532,Jonathon,male,66;56;6;96;28;51;37;38,66;6;37;51,none
432,8115,Lu,female,65;69;28;72;59;90;82;7;33;49,7;72,none
433,6600,Jeffie,male,76;10;87;74;14;46;21;50;58;51;59;61;70;97;25;91;78;1;82;86;56;98;57,98;61;74;87;82,none
434,3989,Clide,male,94;88;62;53;52;44;23;95;51;17;1;69;6;68;32;20;86;11;40;28;27,40;94;51,none
435,1298,Dionne,female,21;49;54;45;37;15;4;76;73;20,15;76;4;73;37;21;45,none
436,2589,Namon,male,16;20;73;62;10;5;57;86;94;70;51;23,20;51;86;5;57,none
437,5558,Debbie,female,59;60;90,59;60,none
438,8628,Orla,male,5;38;94;57;22;89;11;82;3;41;95;31;26;44,57;22;38;26;11;41;89;31;94;5,none
439,8589,Deon,male,57;62;46;64;38;66;36;35;14;19;2;13,14;35;64;38;36;66;19;62;2;57,none
440,7203,Vernelle,female,21;53;4;62;32;80;60;16;24;72,32;62;16,none
441,4171,Hosteen,male,63;32,63,none
442,3625,Deborrah,female,26;9;74;48;58;4;31;41;81;12;64;2;83;22;39;91;84;97;14,83;22;31;26,none
443,9362,Thad,male,95;99;24;6;35;63;38;1,24,none
444,7586,Wess,male,8;35;27;13;92;6;53,92,none
445,4551,Ruel,male,39;56;82;73;20,39;56;73;82,none
446,5692,Clearence,male,51;29;67;68;65;27;48;2;80;16,none
447,1203,Tara,female,50;61;84;26;82;87;53;52;13;36;29;88;11;37;86;23;94;55;69;95;19;99;4,19;82;36;26;95;23;53;88,none
448,1987,Maynard,male,22;57;27;44;40;98;9;42;26;18;91;93;73;30,27;22;26;98;18;91;40;42;93;44,none
449,6138,Jerrica,female,53;0;99;70;5;51;21;72,53;0;70;21,none
450,9675,Tanya,female,40;34;89;24;13;69;85;37;55;62;81;25;98;30;29;78;73;74;43;0;12,89;62;29;0;85;74;37;25;81;40;73;55;98;34;78;24;30;13;69;43,none
451,9784,Yamilex,female,94;57;36;63;3;40;97;59;43,94;59;3,none
452,2312,Ansley,female,73;77;47;88;76;36;90;59;99;14;24;53;50,76;14;36;73;53;88;47;90;24;99;59,none
453,9096,Jace,male,91;94;57;48;83;63;68;22;12;30;75;97;66;65;81,83;22;65;94;12;57;63,none
454,1112,Lenny,male,29;53;5;60;66;48;8;30;72;22;61;27,72;48;53;66;29;5;8;22;61;30;60,none
455,7054,Violetta,female,20;12;43;9;13;94;75;23;14;42;73;66;92;30;57;44;7;0;88;63;54,7;12;9;42;66;0;44;75;92;23;30;20,none
456,6015,Maryanne,female,84;90;41;75;79;40;88;7,40;79;41,none
457,8146,Thornton,male,37;22;53;11;85;0;14;24;41;2;63;60;62;50;88;71;34,53;85;24;22;60;63;50;62;71;2;41;37;14;11,none
458,4691,Darryll,male,27;95;89;56;43;45;10,27;56;43;89,none
459,5178,Saundra,female,48;88;93;90;81;51;17;47;29;53;99;74;54;82;0;5;7,99;74,none
460,7546,Orrie,male,10;62;70;94;19;22,94;19;70;62;10,none
461,4432,Howell,male,75;18;40;45;27;86;89;42;20;85;43;53;52;69;8,none
462,8641,Belton,male,41,none
463,5806,Kieth,male,78;95;62;29;99;36;57,29;99;78;62;36,none
464,6795,Salvatore,male,14;85;63;29;36;22;49;55;23;87;25;28;57;19;96;31;94;38;95,87;96;19,none
465,1857,Betsy,female,81;14;9;99;37;93;96;12;42;94;15;33;38;21,96;81;38;42;33;9;14;15;12;93;94;99,none
466,6845,Lanny,male,42;69;11;24;6;19;93;48;81;46;99;61;87;63;32;31;7;27;66,81;6;99;48;87;31;7;46;24;19;63;27;69;61;93;32,none
467,8068,Candyce,female,19;94;51;14;27;17;83;76;79,76;27;83,none
468,7552,Hedy,female,95;72;40;49;67;19;2;94;27;93;70;79;69;54;15;59;16;64;47;52,93;2;95;64;70;94;15;54;67;72;47;19;27;79;40;59;49;69;16,none
469,8244,Terra,female,49,none
470,1673,Lydell,male,47;37;1;0;39;89;75;54;36;87;69;18;27;28,39;1;37;54;69;27;89,none
471,3779,Ova,male,28;3;29;79;38;92,28;29,none
472,3576,Constantine,male,85;79;59;22;77;67;46;55;43;95;28;75;25;70;32;11;35,43;70;46;55;95,none
473,8441,Karma,female,61;67;91;3;93;27;45;7;25;9;71;64;29;76;35;39;58;6;74;26;84;57;82;52;16,35;57;93;74;61;9;25;29;26;58,none
474,4382,Khari,male,0;67;79;41;40;58;1;75;76,79;40;75,none
475,4922,Lex,male,46;38;95;27;88;85;68;66;32;2;86;96;60;19;44;18;17;52;4;78;0;82;91;24,78;4;91;44;2,none
476,7510,Manervia,female,6;58;83;3;81,6;3,none
477,5654,Burrel,male,81;71;80;7;27;82;74;25;66;91;96;5;65;99;46;42;88;36;34;83;50;32;48;77,27;42;82;50;25;91;32,none
478,4127,Travon,male,34;18,none
479,4050,Eduardo,male,78;21;81;28;65;50;23;70,28;78;21;23;81;50,none
480,9634,Reanna,female,96;49;91;37;31;13;84;46;80;30;44;48;62;14;32;20;35;4;97;71;39;42,91;97;4;30;44;49;20;39;31;32;35;37;14,none
481,1172,Celestia,female,54;88;61;20;65;34;85;22;97;17;90;5;8,88;34;17;65,none
482,7469,Dot,female,82;79;93;39;36;67,79;39;82;36,none
483,3389,Cheryl,male,34;64;38;83;73;99,64,none
484,5118,Arno,male,45;37;55;10;38;13,none
485,3941,Isamar,female,56;22;74;85;96;68;18;92;86;72;52;97;35;29;80;46;57,80;29;85;97,none
486,6915,Carnell,male,6;98;73;91;77;85;80;9;23;61;41;47;56;84;50;62;12;88;43,61;91;41;62;12;84;88;56;23;6,none
487,8958,Maddison,female,75;27;49;1;14;95;26;71;38;35;8;53;64,71;53;8;95;26;14;1;38;35,none
488,4471,Ouida,female,85;44;28;64;27;22;17;95;21;29;86;50;76,44;21,none
489,5481,Lum,male,58;41;28;9;83;34;49;61;47;87,41;47;34;83;58;49;28;9;61,none
490,4740,Fredie,male,35;25;13;8;70;50;21;5;12;63;28;84;68;57;79,84,none
491,4439,Lucero,female,54;63;18;36;82;24;33;78;2;89;17;52;77;26;37;72;91,17;26;77;52;89;72;82;37;24;63;33;18;2;36,none
492,7071,Shena,female,76;81;15;60;73;22;74;40;68,73;76;60;74;81;22;40,none
493,2594,Vance,male,46;20,46,none
494,8118,Hayward,male,59;20;11;1;83,20;1;11,none
495,9679,Arne,male,19;43;83;82,none
496,3628,Eppie,female,74;52;4;77;93;19;88;57;55,52;88;77;93;19;74,none
497,7445,Deonta,male,76;67;82;79;41;51;57;65;63;62;70;15;90;32;47;3;11;56;48;19;72;49;27;61;81,82;49;70;3;19;61;32;67;72;76;47;48;65;90;51;56;41;57;27;11;63;15,none
498,5674,Alec,male,44;12;24;88;47;96;67;69;45;43;1;74;80;90;15;32;79;27;83;94;60,47;90;12;83;27;79;44;45;43,none
499,6036,Jack,male,27;10;90;18;1;55;44;33;69;74;47;95;22;87;80;48;26;86;68,27;80;33;74;87;22;26;48;90;44;1,none
500,2655,Kalvin,male,90;7;65;46,none
501,3851,Wilhelmina,female,13;22;85;53,22;85;13,none
502,6655,Murdock,male,13;65;75;93;46;90;18,46;75,none
503,5192,Valerie,female,0;55;16;37;42;39;22;52;70;9,none
504,2397,Rylee,male,55;14;15;39;0;74;66;6;75;83;82;41;27;7;56;80;54,82;0;66,none
505,6499,Kenan,male,8;62;27;32;98;16,8;62,none
506,9802,Aniya,female,60;98;47;81;9;83;63;54;0;45;90;65;88;24;86;15;56;4;69;77,90,none
507,4593,Regan,male,52;87;71;31;40;69;14;65;53;91;64;17;12,71;65;69;40;52;53;91,none
508,3012,Launa,female,2;32,none
509,8959,Debera,female,73;6;88;26;34,73;88,none
510,7839,Zillah,female,50;40;11;92;48;16;54;14;20;60;28;2;90;49;42;79;77;18;74;5;7;89;15;25,89;60;11;14;2;54;74;15;79,none
511,9643,Deandre,male,75;83;90;99;45;16;28;62;94;78;21;51;79;96;27;11;40;93;33;38;76;47;95;87;13,28;90;95;79;78;47;96;99;93;76;38;51;94;27;62;87;21;33;45;16;40;11;75,none
512,3444,Trenton,male,83;41;85;49;21;90;69;53;27;35;99;25;78;61;80;48;36;51;67;72;95,69;27;51,none
513,7506,Earlie,male,30;26;95;80;47,80;30,none
514,2698,Eugenio,male,57;33;96;93;4;6;31;90;92;22;87;3;42;89;94;98;55;50;82;7;20;78;74;77,31;7;57;42;50;98;4;82;96;33;55,none
515,1437,Jazmyne,female,34,none
516,8864,Malorie,female,87;3;64;76;13;23;83;37;58;34;42;16;97;17;57;49;28;70;98;14;95;24;77;65,13;24;3;17;49;95;58;64;83;37;23;14;76;70;57;98;87;77;97;34;42;28,none
517,9617,Semaj,male,13;2;88;82;66;95;61;93;54;52;3;91;94;43;64;34;8;21;29;41;38;63;40;97;71,2;82;40;61;38;29;97,none
518,7956,Trenten,male,87;17;90;94;74;13;75,87;13;74,none
519,2675,Ardith,female,11;97;19;64;88;23;68;83;55;18;94;73;38;93;63;9;51,63;73;23;83;11;19;93;64;38;55;97;68;9,none
520,3553,Jackeline,female,79;92;71;24;9;68;10;90;31;34;96;57;19;69;37;33;99;1;84,37;10,none
521,1086,Skip,male,76;11;17;45;10,17,none
522,1699,Hazel,male,78;52;50;71;94,50;52;71,none
523,7661,Adrian,male,78;25;57;28;98;60;39;36;21;92;23;53;1;82;4;85;32;35,85;82;39;28;1;23;78;53;92;98;60;32;36;25;4;21,none
524,3499,Jason,male,2;45;71;12;69;57;63;20;13;75;28;9;23;41;39;24;1;78;49;66;4;73,13;49;23;75;12;63;2;28;24,none
525,4537,Romello,male,86,none
526,7793,Laisha,female,35;80;62;22;39;98;30;76;89;20;6;44;11;95;86;25;67;9;18,95;44;9;25;76;39,none
527,3874,Winfred,male,27;22,27,none
528,3521,Nataly,female,11;3;62;41;78;83;25;64;94;90;59;15;39;95;97;50;98,83;11;90,none
529,6300,Alexzander,male,89,none
530,5705,Benito,male,13;23;78;29;3;96,3;23;13;29;78,none
531,2244,Leonie,female,12;89,none
532,4939,Sophie,female,54;21;71;97;70;11;52;92;61;80;6;68;96;90;18;63,52;21;6;61;11;54;90;71;70;80;97;96;92;18,none
533,1720,Lim,male,82;10;93;58;56;90;41;92;2;85;19;65;29;11;39;44;95;46;71;84;48;35;6;31;0,48;39;82;58;10;84;46;56;2;44;90;95,none
534,5896,Huey,male,69;9;18;44;65;73;91;92;31;10;8;21,65;9;44;91;8;73,none
535,5822,Sage,male,39;53;17;70;48;13;86;31;56;7;15;26;8;46;69;66;75;62;14;74;28;41;88;2,17;69;14;31;75;15;86;39;26;46;53;88;56;28;13;8;70;48,none
536,6446,Symone,female,75;43;53;44;3,44;43;53;75,none
537,5273,Brenden,male,59;26,59,none
538,3641,Lacie,female,69;18;52;71;60;73;27;75;6;45;11;99;17;91;81;93;97;96;65;15,71;18;91;65;52;27;96,none
539,2491,Loraine,female,16;89;46;87;2;10;71;21;7;37;50;56;83;81;57;12;5,89;7;2;83;21;10,none
540,2691,Rusty,male,50;66;21;61;8;59;38;45;78;27;58;85;26;2;20,38;26;27;21;58;50;61;85,none
541,8531,Dandre,male,70;74;32;21;38;43;72;76;15;77;42;69;26;36;2;28;64;40;23;29;97;87;30,97;28;64;23;70;32;15;77;40;42;29;38;76;36;74;21;87;43;69,none
542,5008,Betsy,female,21;10;38;84;82;53;91;20;11;97;49;67;12;1;2;92;13;50;70;89;48;24;45;93;54,38;13;2;67;93;53;11;1;92;20;97;48;49;91;45;21;84;82;50;70;12;24;10;89,none
543,2631,Shirlene,female,2;88;80;71;49;28;56;61;91;35;27;32;54;14;52;40;75;25;99;81;24;29,52;32;56;80;35;99;40;88;71;75,none
544,5278,Blas,male,20;73;74;37;77;96,20;73;37,none
545,9186,Gustav,male,45;44;17;95;83,17,none
546,4497,Lazaro,male,86;10,86,none
547,3958,Wess,male,71;22,none
548,3271,Emilio,male,14;6;59,none
549,2411,Orlando,male,73;58;69;39;26,73,none
550,3339,Athena,female,96;14;5;35;90;69;80,69;96;35;14;5,none
551,2307,Delia,female,38;46;14;44;19;8;41;60;13;87;99;24;81;22;17;67;35;40;43;66;6;34;91;30;98,19;35;60;44;66;22;24;41;38,none
552,7950,Danelle,female,58;45;13;74;6;79;63;85;89;69,58;13;63,none
